ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum
QN061601,4061601,-73.732132000,40.680588000,6399.6791566,0.0358102059,0.0780730897,14.323364272,0,0,108.85756847,0.008981307,0.002250391,0.997749609,0.3425925926,0.0138888889,0.1257833483,0.9601611459,4
QN061602,4061602,-73.728916000,40.676888000,3867.1768894,0.073110285,0.0947752126,7.1482012743,0,0,83.395681533,0.9998112371,0.5068695508,0.4931304492,0.4258241758,0.0068681319,0.0825631547,0.9340727049,4
QN061800,4061800,-73.736826000,40.676688000,6445.5719356,0.0918918919,0.0776699029,17.420464691,0,0,126.29836901,0.9152245755,0.3544189019,0.6455810981,0.3142857143,0.0396825397,0.1391891892,0.9060810811,4
QN061900,4061900,-73.875996000,40.709072000,11296.808833,0.0781547846,0.0677966102,12.793667987,0,0,93.820231907,0.8695687299,0.3194236518,0.6805763482,0.3589065256,0.0564373898,0.1566628917,0.0856927142,4
QN062000,4062000,-73.737357000,40.679388000,8280.2516246,0.0564903846,0.0364880274,0,0,0,74.240152044,0.0909832111,0.0232881402,0.9767118598,0.2069795427,0.027677497,0.1279139271,0.9462044232,4
QN062100,4062100,-73.871696000,40.709706000,10066.741036,0.0910129474,0.0466237942,7.6669771792,0,0,107.33768051,0.9952642973,0.465591779,0.534408221,0.3131399317,0.0674061433,0.1378522468,0.0517897944,4
QN062300,4062300,-73.877591000,40.702937000,10389.015735,0.0974297669,0.0194174757,6.1876210453,0,0,86.626694635,0.7205008871,0.2356616217,0.7643383783,0.2961104141,0.0401505646,0.1786777844,0.0482430018,4
QN062400,4062400,-73.742248000,40.684588000,1165.8792757,0.0550724638,0.1163522013,3.3793602195,0,0,42.242002744,0.1502942926,0.0391025853,0.9608974147,0.1886120996,0.0676156584,0.1739130435,0.9333333333,4
QN062500,4062500,-73.882446000,40.704445000,10689.09205,0.0657065707,0.0492307692,9.5780394711,0,0,76.624315769,0.8895095898,0.333799511,0.666200489,0.2877618523,0.059536935,0.1630824373,0.064516129,4
QN062600,4062600,-73.748795000,40.681053000,6516.4221681,0.0278300113,0.0577334284,17.154928611,0,0,110.28168393,0.8335887204,0.2960323068,0.7039676932,0.3967766692,0.023791251,0.1071831516,0.9962391877,4
QN062700,4062700,-73.885948000,40.703701000,16897.774911,0.1106008419,0.0769230769,12.899064818,0,0,70.944856498,0.5470240355,0.1634825545,0.8365174455,0.3762935089,0.062088429,0.1908396947,0.0732824427,4
QN062900,4062900,-73.881721000,40.700095000,14938.295899,0.2032367332,0.1091954023,33.733449526,0,0,106.82259017,0.9283213781,0.3661356826,0.6338643174,0.4187145558,0.0718336484,0.1482875423,0.0963492661,4
QN063000,4063000,-73.743892000,40.678938000,9810.4377345,0.0293785311,0.1494023904,10.985932513,0,0,71.408561337,0.5682448348,0.1714596048,0.8285403952,0.4031862745,0.006127451,0.0963045913,0.9815229563,4
QN063200,4063200,-73.740430000,40.675788000,8628.7732179,0.0441005803,0.0975416336,26.601227647,0,0,113.0552175,0.8929821796,0.3364321086,0.6635678914,0.4051878354,0.0393559928,0.0739884393,0.9811175337,4
QN063301,4063301,-73.874935000,40.704918000,9868.148271,0.0532212885,0.0464135021,13.820935954,0,0,89.8360837,0.9998782721,0.4944834819,0.5055165181,0.3398203593,0.1002994012,0.1883753501,0.0224089636,4
QN063302,4063302,-73.871146000,40.705158000,10157.827811,0.0625920471,0.0476923077,7.479991024,0,0,74.79991024,0.7229288498,0.236812258,0.763187742,0.2859560068,0.0219966159,0.1914580265,0.0250368189,4
QN063500,4063500,-73.866968000,40.704598000,11754.050915,0.0552763819,0.043442623,14.766395621,0,0,88.598373728,0.4441301916,0.127216615,0.872783385,0.2666091458,0.0517687662,0.1645728643,0.0351758794,4
QN063700,4063700,-73.861542000,40.707935000,5665.6964337,0.0864917396,0.0302197802,9.1589014447,0,0,86.09367358,0.8199094983,0.7121853563,0.2878146437,0.2508960573,0.0573476703,0.1720012932,0.0999030068,4
QN063800,4063800,-73.732906000,40.668323000,5415.1293206,0.084007305,0.0644628099,15.532313566,0,0,107.31416646,0.7584813693,0.2542772748,0.7457227252,0.3615574784,0.0259579728,0.0910039113,0.8375488918,4
QN063900,4063900,-73.856415000,40.702909000,10501.880992,0.1029790364,0.0575256107,23.174433964,0,0,127.4593868,0.443447194,0.1269876657,0.8730123343,0.3811965812,0.0324786325,0.172489886,0.1787421846,4
QN064101,4064101,-73.851249000,40.699057000,17979.820882,0.0807061791,0.0559210526,0,0,0,22.673166308,0.0393423601,0.0099342799,0.9900657201,0.3651079137,0.0215827338,0.3928121059,0.0655737705,4
QN064102,4064102,-73.851059000,40.701352000,77.939630069,0.2540540541,0.0862068966,5.055543572,0,0,17.273107204,0.6720688792,0.2136736474,0.7863263526,0.641509434,0,0.2324324324,0.4756756757,4
QN064500,4064500,-73.852490000,40.708287000,4290.61094,0.1166837257,0.0656108597,19.762281709,0,0,92.223981309,0.9192694716,0.6420655908,0.3579344092,0.4650306748,0.0110429448,0.1463664278,0.2707267144,4
QN064600,4064600,-73.742330000,40.672738000,7706.3073696,0.043814433,0.0332480818,0,0,0,131.41386441,0.4387628555,0.1254211884,0.8745788116,0.4405080214,0.0106951872,0.1074646075,0.9771557272,4
QN065000,4065000,-73.744610000,40.667438000,7586.5802493,0.0659158662,0.1080752884,2.5063033529,0,0,162.90971794,0.0485983711,0.0123009051,0.9876990949,0.4226231783,0.0097154754,0.0997687479,0.971589032,4
QN065400,4065400,-73.738460000,40.661638000,3696.7153144,0.0829475309,0.0554339898,29.950239816,0,0,71.3100948,0.7402703766,0.2451816218,0.7548183782,0.246629659,0.0388580492,0.0752314815,0.8352623457,4
QN065500,4065500,-73.872290000,40.713187000,1036.7683282,0.0561555076,0.0674698795,5.5981011241,0,0,24.631644946,0.9180985751,0.356907875,0.643092125,0.3901808786,0.023255814,0.1727861771,0.0809935205,4
QN065600,4065600,-73.729805000,40.659588000,7755.6087612,0.104911229,0.0789595913,12.414649286,0,0,86.902545003,0.2431799738,0.0650229816,0.9349770184,0.2968344577,0.0565646082,0.0807226161,0.8360393323,4
QN065701,4065701,-73.876236000,40.714572000,10227.279472,0.0847359257,0.0230414747,5.9357396822,0,0,106.84331428,0.4586815765,0.1321282752,0.8678717248,0.3525943396,0.016509434,0.219965177,0.0208937899,4
QN065702,4065702,-73.882774000,40.712294000,9703.8615831,0.0676841407,0.0262068966,25.75676598,0,0,70.831106446,0.8579976262,0.3115839883,0.6884160117,0.316011236,0.0758426966,0.195753152,0.0816191108,4
QN065900,4065900,-73.882409000,40.714936000,8665.1861316,0.0614394383,0.0285035629,0,0,0,116.61748451,0.4286776519,0.1220706587,0.8779293413,0.3997461929,0.0558375635,0.19953189,0.0140433002,4
QN066000,4066000,-73.733994000,40.658205000,8226.8789246,0.0709331652,0.1014312383,2.5692938553,0,0,95.063872645,0.4943506443,0.1444548708,0.8555451292,0.3042857143,0.02,0.0627732667,0.8591505309,4
QN066100,4066100,-73.881093000,40.716940000,11457.265373,0.0320052253,0.0220385675,0,0,0,67.351657973,0.011533659,0.0028917771,0.9971082229,0.2787356322,0.0100574713,0.2299150882,0.0620509471,4
QN066300,4066300,-73.875101000,40.721587000,5080.7717301,0.0628272251,0.0359602142,0,0,0,77.902633109,0.4140059998,0.1172487752,0.8827512248,0.3035714286,0.0324675325,0.1682872102,0.1185489903,4
QN066400,4066400,-73.737293000,40.650671000,3451.0834952,0.0591497227,0.0753758635,2.8149131283,0,0,35.538278244,0.9142277669,0.3535655154,0.6464344846,0.3506944444,0.00625,0.0629078303,0.876733279,4
QN066500,4066500,-73.885882000,40.719638000,9628.9547493,0.0604823748,0.060677699,0,0,0,82.17660825,0.3919813976,0.110122262,0.889877738,0.3469041561,0.0356234097,0.2604823748,0.0608534323,4
QN066700,4066700,-73.891204000,40.720965000,10513.029612,0.057312253,0.0713436385,0,0,0,67.524399682,0.1333046777,0.0345176367,0.9654823633,0.3498049415,0.0429128739,0.206027668,0.0350790514,4
QN066900,4066900,-73.885534000,40.722813000,11090.955881,0.0865603645,0.035236938,0,0,0,69.043867963,0.1486186418,0.0386483559,0.9613516441,0.2512755102,0.0484693878,0.259196378,0.0305602716,4
QN067101,4067101,-73.879209000,40.722878000,10096.361812,0.0501367366,0.0758122744,0,0,0,46.018057486,0.2410228069,0.0644035144,0.9355964856,0.4282786885,0.0573770492,0.1759343665,0.1485870556,4
QN067102,4067102,-73.875740000,40.724225000,8940.0550764,0.0962047661,0.0858034321,0,0,0,118.35906986,0.4277651815,0.1217689798,0.8782310202,0.4208695652,0.0643478261,0.1297440424,0.1270962048,4
QN067700,4067700,-73.871793000,40.718814000,10186.367254,0.0629260619,0.0532915361,0,0,0,112.17289582,0.2297827987,0.061189904,0.938810096,0.4029511918,0.0249716232,0.14577871,0.0928159413,4
QN067900,4067900,-73.869146000,40.723299000,17247.882035,0.1674268849,0.1001890359,0,0,0,150.05211269,0.7731648079,0.2618639086,0.7381360914,0.408045977,0.069683908,0.2755701858,0.271102751,4
QN068000,4068000,-73.750513000,40.663288000,5567.5619117,0.0304735115,0.0474060823,9.0424439401,0,0,90.424439401,0.2877700524,0.0780314148,0.9219685852,0.392578125,0,0.1011600928,0.9410672854,4
QN068200,4068200,-73.751300000,40.667288000,5839.2928718,0.0167760759,0.095890411,8.4382844968,0,0,126.57426745,0.9267452955,0.3646719685,0.6353280315,0.399380805,0.0541795666,0.0932080925,0.9031791908,4
QN068300,4068300,-73.868128000,40.733887000,18451.081432,0.1544636342,0.0762052877,26.516524214,4.4194207023,1,110.48551756,0.6940378066,0.7765692469,0.2234307531,0.5909090909,0.0661680092,0.1209580838,0.6965269461,4
QN068700,4068700,-73.869805000,40.730542000,16371.386057,0.1352728817,0.0509193777,3.4766162789,0,0,118.20495348,0.5189322196,0.1532047505,0.8467952495,0.5389957265,0.0603632479,0.1274155872,0.5122106604,4
QN069000,4069000,-73.754782000,40.659788000,9461.9505732,0.1668197123,0.0939639079,0,0,0,77.769456766,0.8166793137,0.2859201747,0.7140798253,0.4254571027,0.0084388186,0.0919330289,0.9716894977,4
QN069300,4069300,-73.863735000,40.728844000,20792.2317,0.1811748054,0.0569044006,0,14.668241058,1,110.01180793,0.8820185731,0.3282578772,0.6717421228,0.5877926421,0.0602006689,0.1442680776,0.3954144621,4
QN069400,4069400,-73.750254000,40.655638000,5520.8188421,0.0474016854,0.0556328234,0,0,0,78.133784095,0.4387910358,0.1254305925,0.8745694075,0.3714504988,0.0084420568,0.1039005868,0.9461511909,4
QN069500,4069500,-73.866543000,40.724441000,10494.416842,0.0648954704,0.0586264657,0,0,0,73.131824685,0.6288451031,0.1953875836,0.8046124164,0.4386281588,0.0559566787,0.1450348432,0.3514808362,4
QN069701,4069701,-73.860111000,40.726030000,26487.67664,0.20027894,0.0827873734,0,7.3638244759,1,51.546771331,0.4816301539,0.1400104703,0.8599895297,0.5526666667,0.1013333333,0.1851542952,0.3338893522,4
QN069702,4069702,-73.861682000,40.721908000,9842.3689088,0.0775677256,0.0535987749,0,0,0,80.424026103,0.4103795047,0.1160662507,0.8839337493,0.5196524617,0.0347538271,0.1733463035,0.3935797665,4
QN070300,4070300,-73.858348000,40.715937000,9235.9440477,0.0530405405,0.0670205707,3.1202513675,0,0,118.56955196,0.3449939824,0.0953377898,0.9046622102,0.4106245513,0.0545585068,0.1929054054,0.2570945946,4
QN070700,4070700,-73.854867000,40.713672000,11981.783748,0.0945637277,0.1318591319,5.4736335074,0,0,60.209968581,0.2413387277,0.0644941813,0.9355058187,0.4805825243,0.0194174757,0.1311100959,0.3576975788,4
QN070900,4070900,-73.854252000,40.718957000,13645.300387,0.0548505935,0.0381254964,0,0,0,128.46578342,0.2654578783,0.0714728358,0.9285271642,0.4704391892,0.0498310811,0.1887024151,0.367990176,4
QN071100,4071100,-73.850228000,40.720722000,15249.706136,0.0740482823,0.0449724226,0,3.467418403,1,90.152878477,0.9964519638,0.470217303,0.529782697,0.6498625115,0.0274977085,0.2235106867,0.2935425193,4
QN071301,4071301,-73.852431000,40.726555000,36724.428526,0.1152304609,0.0396110911,0,6.5837985884,1,141.55166965,0.5570266162,0.1672187716,0.8327812284,0.6308815057,0.062992126,0.2217640731,0.1794550018,4
QN071302,4071302,-73.853186000,40.725556000,34687.631877,0.114017438,0.0547227741,0,6.645776775,1,103.00954001,0.5697758203,0.1720426172,0.8279573828,0.6630901288,0.0641825985,0.1845962257,0.2728230673,4
QN071600,4071600,-73.787840000,40.652954000,1.6667096307,0,0,1.6667096307,0,0,4.1112170892,0.0019853284,0.9995034213,0.0004965787,0,0,0,0,4
QN071700,4071700,-73.861068000,40.732925000,22194.18491,0.1344201784,0.0438459826,13.63977358,9.0931823865,1,104.57159744,0.9999750038,0.4975001923,0.5024998077,0.5930568949,0.0778688525,0.1797603196,0.3978285363,4
QN071900,4071900,-73.854161000,40.734453000,20123.446963,0.1775768535,0.0606837607,7.2360470922,0,0,50.652329645,0.2229935492,0.059260153,0.940739847,0.5441729323,0.0413533835,0.1319669184,0.3534699748,4
QN072100,4072100,-73.852177000,40.731052000,30522.130437,0.1522862062,0.0822140822,0,0,0,64.036512455,0.5017567989,0.1470682782,0.8529317218,0.6160259379,0.0759610931,0.2033187107,0.2712187679,4
QN072500,4072500,-73.847564000,40.717543000,835.56315962,0,0,0,0,0,99.471804717,0.8033961356,0.2782998284,0.7217001716,0.5357142857,0,0.1428571429,0.119047619,4
QN072700,4072700,-73.850350000,40.716700000,5102.8489964,0.0277161863,0.0203160271,0,0,0,67.887126338,0.0064615054,0.0016179943,0.9983820057,0.4265734266,0,0.2073170732,0.3181818182,4
QN072900,4072900,-73.852643000,40.712807000,7629.0987372,0.0701995871,0.0199430199,10.501168255,0,0,84.00934604,0.9074819393,0.3479160916,0.6520839084,0.4466165414,0.0390977444,0.1878871301,0.361321404,4
QN073100,4073100,-73.846192000,40.710392000,9038.743412,0.0681293303,0.0271546635,15.593001861,0,0,98.755678452,0.6857487348,0.2197094074,0.7802905926,0.4319018405,0.072392638,0.1955146636,0.2725704428,4
QN073300,4073300,-73.841384000,40.713730000,6009.0849216,0.0124293785,0.1074561404,0,0,0,122.21867637,0.2203193564,0.0585023659,0.9414976341,0.4164588529,0.0249376559,0.1096045198,0.2124293785,4
QN073500,4073500,-73.844990000,40.713770000,3863.6050446,0.0264200793,0.0393700787,0,0,0,102.07675151,0.4478726396,0.1284736347,0.8715263653,0.4644808743,0.0409836066,0.1809775429,0.2932628798,4
QN073700,4073700,-73.843518000,40.717827000,8617.1943086,0.1108707409,0.0214669052,0,4.6604620382,1,172.43709541,0.9874611028,0.4440113913,0.5559886087,0.696857671,0.0905730129,0.1898323418,0.1984856679,4
QN073900,4073900,-73.843180000,40.722928000,21768.980293,0.0876904076,0.049940547,0,13.077080673,1,130.77080673,0.3586443346,0.0995765787,0.9004234213,0.6545761282,0.0248840152,0.2763315979,0.1393672407,4
QN074100,4074100,-73.846009000,40.728244000,18143.996983,0.0503410198,0.05466429,0,0,0,70.71385638,0.3819811045,0.1069291109,0.8930708891,0.6099110546,0.0546378653,0.2146800909,0.2143553102,4
QN074300,4074300,-73.850087000,40.731703000,22972.475133,0.1855338691,0.0594702649,0,0,0,52.62880901,0.5070593936,0.1489513544,0.8510486456,0.5585048754,0.1143011918,0.1791523482,0.3443298969,4
QN074500,4074500,-73.852279000,40.735755000,19878.400452,0.1925813008,0.0788273616,15.124321926,0,0,110.91169413,0.5892329325,0.1795444385,0.8204555615,0.5801470588,0.0397058824,0.1803195536,0.3045904134,4
QN074700,4074700,-73.845238000,40.732341000,9022.2509845,0.0932365304,0.0644194757,0,0,0,96.384215019,0.7326887426,0.2414892375,0.7585107625,0.4655172414,0.0279146141,0.0606638688,0.6180847005,4
QN075700,4075700,-73.838253000,40.722068000,16367.401304,0.0562110419,0.0309021113,7.2784441598,5.4588331198,1,92.800163037,0.9132644216,0.3527454768,0.6472545232,0.6645962733,0.0280504909,0.2209005003,0.2698165648,4
QN076600,4076600,-73.782356000,40.663688000,2428.2784805,0.2642140468,0.1463414634,0,0,0,77.152660752,0.3504324063,0.9029787816,0.0970212184,0.6971428571,0,0.0652173913,0.974916388,4
QN076800,4076800,-73.785099000,40.667338000,2538.5906727,0.0988593156,0.1092150171,0,0,0,71.653768988,0.7615558203,0.7441537321,0.2558462679,0.3241106719,0,0.1478494624,0.7741935484,4
QN076901,4076901,-73.836916000,40.715719000,18522.747187,0.1384747706,0.0417715148,0,10.620841277,1,95.587571492,0.4786403247,0.1389737976,0.8610262024,0.7084673098,0.051982851,0.1315940367,0.244266055,4
QN076902,4076902,-73.834344000,40.714047000,13535.203273,0.1480938416,0.036159601,9.7868425689,9.7868425689,1,176.16316624,0.8814317102,0.3278312675,0.6721687325,0.7333333333,0.0522875817,0.133044107,0.3159797542,4
QN077100,4077100,-73.839114000,40.712284000,4588.6966916,0.0462863294,0.0430107527,0,0,0,143.24241556,0,0,1,0.3707865169,0.0471910112,0.1937567277,0.2432723358,4
QN077300,4077300,-73.833230000,40.711571000,14440.882207,0.1220095694,0.0392648287,0,13.819026035,1,131.28074733,0.9981812019,0.5213236849,0.4786763151,0.596759676,0.0378037804,0.1416267943,0.3,4
QN077500,4077500,-73.831465000,40.708040000,10979.568878,0.1299145299,0.0579937304,8.8580628302,0,0,93.009659718,0.4943772931,0.1444642399,0.8555357601,0.4855195911,0.0613287905,0.1851553046,0.2275110932,4
QN077901,4077901,-73.817522000,40.725913000,13858.869847,0.17253377,0.0603015075,7.0911122835,0,0,85.093347402,0.7627172833,0.2564416309,0.7435583691,0.4342177999,0.0577667219,0.1221858371,0.4317437577,4
QN077902,4077902,-73.823303000,40.723870000,9518.376171,0.1069017254,0.065404475,7.0650407653,0,0,95.378050331,0.7638750231,0.2570365372,0.7429634628,0.3835425384,0.0725244073,0.1373167564,0.1764705882,4
QN077903,4077903,-73.821607000,40.718611000,10638.259908,0.1251257967,0.0325581395,17.843441643,0,0,103.49196153,0.3820981804,0.1069663438,0.8930336562,0.4935897436,0.051994302,0.0761489433,0.4116068433,4
QN077904,4077904,-73.814123000,40.719245000,16291.157595,0.0963951088,0.0642049235,12.923336185,0,0,95.63268777,0.3265489077,0.0896796702,0.9103203298,0.4137546468,0.024535316,0.1261304141,0.4589877836,4
QN077905,4077905,-73.813263000,40.715949000,8341.5863507,0.0624394966,0.0094664372,24.15517283,0,0,80.517242768,0.489404191,0.1427200646,0.8572799354,0.4166666667,0.0510752688,0.2055984556,0.4816602317,4
QN078800,4078800,-73.790016000,40.669588000,8821.5091217,0.1193111931,0.1402214022,0,0,0,75.721108341,0.7263536149,0.2384438946,0.7615561054,0.4182908546,0.0089955022,0.0901287554,0.9877375843,4
QN079000,4079000,-73.796913000,40.671397000,10659.919194,0.2451093211,0.0767857143,0,0,0,69.379259682,0.6841604911,0.2190019978,0.7809980022,0.6106014271,0.0101936799,0.117151608,1,4
QN079200,4079200,-73.795210000,40.667988000,7194.1784193,0.198249453,0.1285714286,0,0,0,91.997166487,0.8592054416,0.6876130049,0.3123869951,0.4322033898,0.0169491525,0.0826939471,0.9603580563,4
QN079300,4079300,-73.836298000,40.739410000,0,,,4.5527182004,0,0,4.5527182004,0,1,0,,,,,4
QN079700,4079700,-73.827477000,40.751936000,29859.856868,0.1639993261,0.0708442124,20.095806759,0,0,57.775444431,0.4813731981,0.139921258,0.860078742,0.5026676829,0.1373856707,0.1375452175,0.8039875494,4
QN079900,4079900,-73.827190000,40.746437000,11478.318333,0.0977323539,0.0407331976,17.957319044,0,0,104.15245046,0.9955064013,0.5335171549,0.4664828451,0.3424460432,0.073381295,0.1282853567,0.5804130163,4
QN080301,4080301,-73.830940000,40.744096000,12835.738179,0.1873385013,0.0597658657,29.68944837,0,0,89.06834511,0.6115608247,0.1883755564,0.8116244436,0.3652694611,0.0532268796,0.1346697507,0.5993317913,4
QN080302,4080302,-73.826027000,40.740130000,6220.4086414,0.0332705587,0.0419536631,21.476614895,0,0,111.28791355,0.0904576053,0.0231503396,0.9768496604,0.3668208857,0.0337078652,0.1713747646,0.4579409918,4
QN080900,4080900,-73.822922000,40.731222000,6289.4132305,0.0798312764,0.0452488688,7.860538329,0,0,46.180662683,0.8355082459,0.7027879151,0.2972120849,0.3776763777,0.0494910495,0.165286674,0.3004218091,4
QN081400,4081400,-73.803212000,40.668538000,8390.6224082,0.152114223,0.1107491857,0,0,0,85.242457194,0.4431490811,0.1268877787,0.8731122213,0.4756554307,0.0029962547,0.0895112576,0.9568918177,4
QN081800,4081800,-73.809557000,40.669888000,9560.1673232,0.1396344946,0.0812242496,0,0,0,73.10238395,0.5784033209,0.175347617,0.824652383,0.4225913621,0.019269103,0.0809968847,0.8592466723,4
QN083700,4083700,-73.818893000,40.742511000,6944.4538469,0.1201013843,0.0442073171,9.4777104559,0,0,70.405849101,0.3082545276,0.0841438132,0.9158561868,0.3651778329,0.0562448304,0.1733281341,0.6810294404,4
QN083800,4083800,-73.819440000,40.669838000,9700.0991593,0.083543241,0.0833728091,0,0,0,73.300497425,0.2602454652,0.0699550794,0.9300449206,0.3832976445,0.017130621,0.0978169605,0.6267842149,4
QN084000,4084000,-73.817859000,40.671588000,12081.086615,0.0814156714,0.1003448276,0,0,0,63.004363052,0.8931645254,0.3365715182,0.6634284818,0.3423423423,0.0085995086,0.0896711575,0.7328697668,4
QN084500,4084500,-73.818806000,40.747537000,26740.193528,0.1356350185,0.044638525,27.380906746,0,0,60.237994841,0.6849448387,0.2193511263,0.7806488737,0.5222107438,0.0955578512,0.1742781077,0.7317223019,4
QN084601,4084601,-73.820255000,40.666288000,8232.080791,0.0761836953,0.0729431722,0,0,0,82.057053097,0,0,1,0.3246628131,0.0105973025,0.1132075472,0.599501602,4
QN084602,4084602,-73.809840000,40.664338000,852.0317563,0.1528735632,0.350877193,0,0,0,40.42764824,0.8518623814,0.6924432505,0.3075567495,0.2876254181,0.1538461538,0.0940017905,0.5219337511,4
QN085100,4085100,-73.831696000,40.754894000,48524.866148,0.2624713303,0.0618127786,41.397582381,0,0,62.096373572,0.8835085668,0.3293457932,0.6706542068,0.4967866324,0.1481362468,0.0699559221,0.824114887,4
QN085300,4085300,-73.827676000,40.756623000,30019.616982,0.2678723767,0.0429848693,56.341202321,20.487709935,1,61.463129805,0.9588769738,0.6013940656,0.3986059344,0.4431691966,0.184376157,0.1114144344,0.8467838253,4
QN085500,4085500,-73.824168000,40.758517000,55946.742778,0.1809390329,0.0561005518,39.205846376,0,0,70.570523476,0.5611037861,0.1687537872,0.8312462128,0.5389632681,0.1541366289,0.1081990189,0.7160476524,4
QN085700,4085700,-73.823146000,40.755886000,46662.857658,0.2080136402,0.0881302104,30.071118195,0,0,52.62445684,0.8261456672,0.2915207847,0.7084792153,0.5322217215,0.1266336187,0.1551474142,0.7327211213,4
QN085900,4085900,-73.819481000,40.755467000,31965.996667,0.1692527562,0.0509903076,19.527181837,0,0,78.108727348,0.4234710504,0.1203524827,0.8796475173,0.4748732135,0.1337021669,0.1464060273,0.7031154551,4
QN086100,4086100,-73.817489000,40.755705000,18041.813707,0.1291885345,0.0497476568,28.866901932,0,0,129.90105869,0.8453059807,0.3033441971,0.6966558029,0.4429477021,0.1410459588,0.1116,0.6608,4
QN086300,4086300,-73.819319000,40.760582000,51595.767529,0.1706740792,0.1323407775,21.477355708,0,0,28.636474277,0.5268239586,0.1560610369,0.8439389631,0.506781343,0.1237181608,0.0847786874,0.7573192729,4
QN086400,4086400,-73.834218000,40.676406000,2247.724831,0.112489992,0.0993208829,0,0,0,29.693722747,0.5635664017,0.830315606,0.169684394,0.4956689124,0.0452358037,0.0920736589,0.5744595677,4
QN086500,4086500,-73.825616000,40.761686000,27106.528134,0.2265246854,0.092519685,19.566791242,0,0,39.133582484,0.8820945649,0.3283131957,0.6716868043,0.364640884,0.1668508287,0.1939364774,0.7040423484,4
QN086700,4086700,-73.832267000,40.762286000,5178.1016411,0.1351909185,0.1024096386,20.879442101,0,0,135.71637366,0.5210708327,0.8460235423,0.1539764577,0.4921700224,0.1319910515,0.0655241935,0.9163306452,4
QN087100,4087100,-73.830609000,40.758941000,7106.8818449,0.3075995175,0.0929919137,107.16046208,25.718510898,1,72.869114212,0.418641484,0.8812343492,0.1187656508,0.4627329193,0.2329192547,0.1417370326,0.7834740651,4
QN087500,4087500,-73.834406000,40.755635000,1028.9565523,0.1982248521,0,5.7164252906,0,0,62.880678197,0.9941568303,0.4617796856,0.5382203144,0.1315789474,0,0.1666666667,0.5444444444,4
QN088400,4088400,-73.834433000,40.657738000,4669.8352311,0.0413043478,0.0283960092,0,2.3549345593,1,71.236770419,0.7342706636,0.2422552928,0.7577447072,0.2299095263,0.0146354444,0.174609178,0.0373171962,4
QN088901,4088901,-73.828932000,40.771736000,13816.749632,0.1803808039,0.0767879548,12.174688518,0,0,79.135475368,0.9220648397,0.3604156524,0.6395843476,0.4165733483,0.0643896976,0.2316334398,0.5125013768,4
QN088902,4088902,-73.834891000,40.766803000,1409.8772242,0.2091062395,0.1059602649,0,0,0,97.478863729,0.1371347507,0.9644527019,0.0355472981,0.4851851852,0.1111111111,0.0387858347,0.6981450253,4
QN089200,4089200,-73.846163000,40.654338000,3143.7121981,0.0699484831,0.0385993934,0,0,0,51.058805001,0.547133706,0.1635232943,0.8364767057,0.2203488372,0.035755814,0.2172023333,0.0470090358,4
QN090700,4090700,-73.842542000,40.772386000,590.46683458,0.1246983105,0.0436241611,2.3751682807,0,0,21.376514526,0.3162616717,0.9134423564,0.0865576436,0.2824561404,0.0578947368,0.1222847949,0.3105390185,4
QN091601,4091601,-73.918458000,40.558678000,1134.7493863,0.0539851715,0.0283167278,0,0,0,62.31130782,3.1927838E-7,0.9999999202,7.9819601E-8,0.1941112323,0.0070883315,0.2231232623,0.0067191844,4
QN091602,4091602,-73.887795000,40.562971000,17.460887612,0,0.5,0,0,0,40.742071094,,,,0,0,0,0,4
QN091800,4091800,-73.874312000,40.569415000,0,,,0,0,0,20.480937936,0.267039258,0.9280656322,0.0719343678,,,,,4
QN091900,4091900,-73.845031000,40.776987000,12542.908441,0.0540151982,0.0332792208,2.2930362781,0,0,105.47966879,0.9877416209,0.4446412178,0.5553587822,0.2974956822,0.0544041451,0.1595978062,0.3614259598,4
QN092200,4092200,-73.860614000,40.571790000,3275.0700856,0.0356463878,0.0355329949,0,0,0,104.29168048,0.0512039229,0.0129691804,0.9870308196,0.0371155885,0.0233297985,0.2352661597,0.0232889734,4
QN092500,4092500,-73.843795000,40.781782000,10789.283355,0.1189645143,0.0615482234,31.309586056,0,0,97.059716773,0.9959578169,0.5317890827,0.4682109173,0.3448275862,0.1048557354,0.0815438189,0.3920487522,4
QN092800,4092800,-73.853063000,40.574340000,4243.7805176,0.0456395349,0.0142238714,0,0,0,67.851141996,0.3525152021,0.0976677996,0.9023322004,0.1549295775,0.0454545455,0.175872093,0.0299418605,4
QN092900,4092900,-73.850190000,40.785902000,6066.1806198,0.128372093,0.0613098003,0,0,0,80.130013769,0.9807436811,0.5693835696,0.4306164304,0.1997996995,0.0610916375,0.1073488372,0.2917209302,4
QN093400,4093400,-73.843263000,40.577890000,8366.3044684,0.1444626847,0.1661000486,0,0,0,72.897462851,0.4606769488,0.1328069135,0.8671930865,0.2635014837,0.0584569733,0.1738855916,0.0842278065,4
QN093800,4093800,-73.830542000,40.581190000,6157.15555,0.1681294569,0.0888051668,0,8.5024012198,1,103.44588151,0.9417151957,0.3792887699,0.6207112301,0.3670115642,0.0797321972,0.2922899885,0.1682393556,4
